unit,asset10,geo\time,date,value
PC_GDP,N111G,SE,2016-01-01,5.1 
PC_GDP,N111G,SE,2017-01-01,5.7 
PC_GDP,N111G,SI,1995-01-01,3.4
PC_GDP,N111G,SI,1996-01-01,3.6
PC_GDP,N111G,SI,1997-01-01,4.0
PC_GDP,N111G,SI,1998-01-01,4.1
PC_GDP,N111G,SI,1999-01-01,4.0
PC_GDP,N111G,SI,2000-01-01,3.6
PC_GDP,N111G,SI,2001-01-01,3.3
PC_GDP,N111G,SI,2002-01-01,3.0
PC_GDP,N111G,SI,2003-01-01,2.8
PC_GDP,N111G,SI,2004-01-01,3.1
PC_GDP,N111G,SI,2005-01-01,3.6
PC_GDP,N111G,SI,2006-01-01,3.9
PC_GDP,N111G,SI,2007-01-01,4.2
PC_GDP,N111G,SI,2008-01-01,4.6
PC_GDP,N111G,SI,2009-01-01,3.8
PC_GDP,N111G,SI,2010-01-01,3.1
PC_GDP,N111G,SI,2011-01-01,2.8 
PC_GDP,N111G,SI,2012-01-01,2.5 
PC_GDP,N111G,SI,2013-01-01,2.4 
PC_GDP,N111G,SI,2014-01-01,2.2 
PC_GDP,N111G,SI,2015-01-01,2.1 
PC_GDP,N111G,SI,2016-01-01,2.1 
PC_GDP,N111G,SI,2017-01-01,2.1 
PC_GDP,N111G,SK,1995-01-01,1.2
PC_GDP,N111G,SK,1996-01-01,1.4
PC_GDP,N111G,SK,1997-01-01,1.8
PC_GDP,N111G,SK,1998-01-01,2.9
PC_GDP,N111G,SK,1999-01-01,3.8
PC_GDP,N111G,SK,2000-01-01,4.4
PC_GDP,N111G,SK,2001-01-01,3.6
PC_GDP,N111G,SK,2002-01-01,3.5
PC_GDP,N111G,SK,2003-01-01,3.3
PC_GDP,N111G,SK,2004-01-01,2.9
PC_GDP,N111G,SK,2005-01-01,3.0
PC_GDP,N111G,SK,2006-01-01,2.4
PC_GDP,N111G,SK,2007-01-01,2.5
PC_GDP,N111G,SK,2008-01-01,2.5
PC_GDP,N111G,SK,2009-01-01,3.0
PC_GDP,N111G,SK,2010-01-01,2.6
PC_GDP,N111G,SK,2011-01-01,2.4 
PC_GDP,N111G,SK,2012-01-01,2.3 
PC_GDP,N111G,SK,2013-01-01,2.7 
PC_GDP,N111G,SK,2014-01-01,2.3 
PC_GDP,N111G,SK,2015-01-01,2.3 
PC_GDP,N111G,SK,2016-01-01,2.8 
PC_GDP,N111G,SK,2017-01-01,2.7 
PC_GDP,N111G,UK,1995-01-01,2.6
PC_GDP,N111G,UK,1996-01-01,2.6
PC_GDP,N111G,UK,1997-01-01,2.8
PC_GDP,N111G,UK,1998-01-01,2.8
PC_GDP,N111G,UK,1999-01-01,2.9
PC_GDP,N111G,UK,2000-01-01,3.0
PC_GDP,N111G,UK,2001-01-01,3.0
PC_GDP,N111G,UK,2002-01-01,3.3
PC_GDP,N111G,UK,2003-01-01,3.6
PC_GDP,N111G,UK,2004-01-01,3.8
PC_GDP,N111G,UK,2005-01-01,3.9
PC_GDP,N111G,UK,2006-01-01,3.8
PC_GDP,N111G,UK,2007-01-01,3.8
PC_GDP,N111G,UK,2008-01-01,3.6
PC_GDP,N111G,UK,2009-01-01,3.0
PC_GDP,N111G,UK,2010-01-01,3.1
PC_GDP,N111G,UK,2011-01-01,3.1 
PC_GDP,N111G,UK,2012-01-01,3.0 
PC_GDP,N111G,UK,2013-01-01,3.2 
PC_GDP,N111G,UK,2014-01-01,3.5 
PC_GDP,N111G,UK,2015-01-01,3.6 
PC_GDP,N111G,UK,2016-01-01,3.8 
PC_GDP,N111G,UK,2017-01-01,4.0 
