na_item,co_nco,sector,finpos,unit,geo\time,date,value
F,CO,S121,LIAB,PC_GDP,LV,2013-01-01,25.8 
F,CO,S121,LIAB,PC_GDP,LV,2014-01-01,33.9 
F,CO,S121,LIAB,PC_GDP,LV,2015-01-01,45.5 
F,CO,S121,LIAB,PC_GDP,LV,2016-01-01,58.5 
F,CO,S121,LIAB,PC_GDP,LV,2017-01-01,64.3 
F,CO,S121,LIAB,PC_GDP,MT,1995-01-01,44.7 e
F,CO,S121,LIAB,PC_GDP,MT,1996-01-01,44.6 e
F,CO,S121,LIAB,PC_GDP,MT,1997-01-01,43.1 e
F,CO,S121,LIAB,PC_GDP,MT,1998-01-01,42.3 e
F,CO,S121,LIAB,PC_GDP,MT,1999-01-01,46.0 e
F,CO,S121,LIAB,PC_GDP,MT,2000-01-01,40.7 e
F,CO,S121,LIAB,PC_GDP,MT,2001-01-01,41.5 e
F,CO,S121,LIAB,PC_GDP,MT,2002-01-01,45.7 e
F,CO,S121,LIAB,PC_GDP,MT,2003-01-01,47.4 e
F,CO,S121,LIAB,PC_GDP,MT,2004-01-01,42.0 
F,CO,S121,LIAB,PC_GDP,MT,2005-01-01,42.1 
F,CO,S121,LIAB,PC_GDP,MT,2006-01-01,41.9 
F,CO,S121,LIAB,PC_GDP,MT,2007-01-01,41.4 
F,CO,S121,LIAB,PC_GDP,MT,2008-01-01,41.6 
F,CO,S121,LIAB,PC_GDP,MT,2009-01-01,49.7 
F,CO,S121,LIAB,PC_GDP,MT,2010-01-01,49.9 
F,CO,S121,LIAB,PC_GDP,MT,2011-01-01,47.9 
F,CO,S121,LIAB,PC_GDP,MT,2012-01-01,46.4 
F,CO,S121,LIAB,PC_GDP,MT,2013-01-01,45.3 
F,CO,S121,LIAB,PC_GDP,MT,2014-01-01,51.4 
F,CO,S121,LIAB,PC_GDP,MT,2015-01-01,45.1 
F,CO,S121,LIAB,PC_GDP,MT,2016-01-01,51.3 
F,CO,S121,LIAB,PC_GDP,MT,2017-01-01,73.4 
F,CO,S121,LIAB,PC_GDP,NL,1995-01-01,13.2 
F,CO,S121,LIAB,PC_GDP,NL,1996-01-01,13.1 
F,CO,S121,LIAB,PC_GDP,NL,1997-01-01,11.0 
F,CO,S121,LIAB,PC_GDP,NL,1998-01-01,10.4 
F,CO,S121,LIAB,PC_GDP,NL,1999-01-01,10.7 
F,CO,S121,LIAB,PC_GDP,NL,2000-01-01,9.7 
F,CO,S121,LIAB,PC_GDP,NL,2001-01-01,8.2 
F,CO,S121,LIAB,PC_GDP,NL,2002-01-01,9.2 
F,CO,S121,LIAB,PC_GDP,NL,2003-01-01,9.8 
F,CO,S121,LIAB,PC_GDP,NL,2004-01-01,10.4 
F,CO,S121,LIAB,PC_GDP,NL,2005-01-01,11.5 
F,CO,S121,LIAB,PC_GDP,NL,2006-01-01,11.6 
F,CO,S121,LIAB,PC_GDP,NL,2007-01-01,16.6 
F,CO,S121,LIAB,PC_GDP,NL,2008-01-01,17.8 
F,CO,S121,LIAB,PC_GDP,NL,2009-01-01,21.0 
F,CO,S121,LIAB,PC_GDP,NL,2010-01-01,20.9 
F,CO,S121,LIAB,PC_GDP,NL,2011-01-01,41.1 
F,CO,S121,LIAB,PC_GDP,NL,2012-01-01,39.2 
F,CO,S121,LIAB,PC_GDP,NL,2013-01-01,24.3 
F,CO,S121,LIAB,PC_GDP,NL,2014-01-01,20.9 
F,CO,S121,LIAB,PC_GDP,NL,2015-01-01,30.7 
F,CO,S121,LIAB,PC_GDP,NL,2016-01-01,41.2 
F,CO,S121,LIAB,PC_GDP,NL,2017-01-01,42.2 p
F,CO,S121,LIAB,PC_GDP,PL,1995-01-01,15.7 
F,CO,S121,LIAB,PC_GDP,PL,1996-01-01,16.3 
F,CO,S121,LIAB,PC_GDP,PL,1997-01-01,16.8 
F,CO,S121,LIAB,PC_GDP,PL,1998-01-01,18.9 
F,CO,S121,LIAB,PC_GDP,PL,1999-01-01,17.5 
F,CO,S121,LIAB,PC_GDP,PL,2000-01-01,15.2 
F,CO,S121,LIAB,PC_GDP,PL,2001-01-01,14.4 
F,CO,S121,LIAB,PC_GDP,PL,2002-01-01,12.9 
F,CO,S121,LIAB,PC_GDP,PL,2003-01-01,11.6 
F,CO,S121,LIAB,PC_GDP,PL,2004-01-01,10.8 
F,CO,S121,LIAB,PC_GDP,PL,2005-01-01,13.3 
F,CO,S121,LIAB,PC_GDP,PL,2006-01-01,13.2 
F,CO,S121,LIAB,PC_GDP,PL,2007-01-01,14.5 
F,CO,S121,LIAB,PC_GDP,PL,2008-01-01,14.3 
F,CO,S121,LIAB,PC_GDP,PL,2009-01-01,16.1 
F,CO,S121,LIAB,PC_GDP,PL,2010-01-01,17.4 
F,CO,S121,LIAB,PC_GDP,PL,2011-01-01,17.4 
F,CO,S121,LIAB,PC_GDP,PL,2012-01-01,18.9 
F,CO,S121,LIAB,PC_GDP,PL,2013-01-01,19.1 
F,CO,S121,LIAB,PC_GDP,PL,2014-01-01,18.7 
F,CO,S121,LIAB,PC_GDP,PL,2015-01-01,18.2 
F,CO,S121,LIAB,PC_GDP,PL,2016-01-01,23.0 
F,CO,S121,LIAB,PC_GDP,PL,2017-01-01,19.8 
F,CO,S121,LIAB,PC_GDP,PT,1995-01-01,22.9 
F,CO,S121,LIAB,PC_GDP,PT,1996-01-01,20.5 
F,CO,S121,LIAB,PC_GDP,PT,1997-01-01,19.8 
F,CO,S121,LIAB,PC_GDP,PT,1998-01-01,17.9 
F,CO,S121,LIAB,PC_GDP,PT,1999-01-01,20.0 
F,CO,S121,LIAB,PC_GDP,PT,2000-01-01,19.2 
F,CO,S121,LIAB,PC_GDP,PT,2001-01-01,18.2 
F,CO,S121,LIAB,PC_GDP,PT,2002-01-01,18.1 
F,CO,S121,LIAB,PC_GDP,PT,2003-01-01,18.9 
F,CO,S121,LIAB,PC_GDP,PT,2004-01-01,18.9 
F,CO,S121,LIAB,PC_GDP,PT,2005-01-01,21.7 
F,CO,S121,LIAB,PC_GDP,PT,2006-01-01,18.6 
F,CO,S121,LIAB,PC_GDP,PT,2007-01-01,21.0 
F,CO,S121,LIAB,PC_GDP,PT,2008-01-01,27.2 
F,CO,S121,LIAB,PC_GDP,PT,2009-01-01,34.4 
F,CO,S121,LIAB,PC_GDP,PT,2010-01-01,54.3 
F,CO,S121,LIAB,PC_GDP,PT,2011-01-01,60.7 
F,CO,S121,LIAB,PC_GDP,PT,2012-01-01,69.1 
F,CO,S121,LIAB,PC_GDP,PT,2013-01-01,63.7 
F,CO,S121,LIAB,PC_GDP,PT,2014-01-01,59.3 
F,CO,S121,LIAB,PC_GDP,PT,2015-01-01,62.9 
F,CO,S121,LIAB,PC_GDP,PT,2016-01-01,71.7 
F,CO,S121,LIAB,PC_GDP,PT,2017-01-01,76.9 
F,CO,S121,LIAB,PC_GDP,RO,1995-01-01,39.6 e
F,CO,S121,LIAB,PC_GDP,RO,1996-01-01,29.0 e
F,CO,S121,LIAB,PC_GDP,RO,1997-01-01,15.4 e
F,CO,S121,LIAB,PC_GDP,RO,1998-01-01,12.5 
F,CO,S121,LIAB,PC_GDP,RO,1999-01-01,12.8 
F,CO,S121,LIAB,PC_GDP,RO,2000-01-01,12.5 
F,CO,S121,LIAB,PC_GDP,RO,2001-01-01,12.5 
F,CO,S121,LIAB,PC_GDP,RO,2002-01-01,14.1 
F,CO,S121,LIAB,PC_GDP,RO,2003-01-01,13.1 
F,CO,S121,LIAB,PC_GDP,RO,2004-01-01,18.6 
F,CO,S121,LIAB,PC_GDP,RO,2005-01-01,22.9 
F,CO,S121,LIAB,PC_GDP,RO,2006-01-01,27.1 
F,CO,S121,LIAB,PC_GDP,RO,2007-01-01,23.3 
F,CO,S121,LIAB,PC_GDP,RO,2008-01-01,21.5 
F,CO,S121,LIAB,PC_GDP,RO,2009-01-01,26.9 
F,CO,S121,LIAB,PC_GDP,RO,2010-01-01,30.0 
F,CO,S121,LIAB,PC_GDP,RO,2011-01-01,30.2 
F,CO,S121,LIAB,PC_GDP,RO,2012-01-01,28.9 
F,CO,S121,LIAB,PC_GDP,RO,2013-01-01,25.6 
F,CO,S121,LIAB,PC_GDP,RO,2014-01-01,23.9 
F,CO,S121,LIAB,PC_GDP,RO,2015-01-01,22.9 
F,CO,S121,LIAB,PC_GDP,RO,2016-01-01,23.4 
F,CO,S121,LIAB,PC_GDP,RO,2017-01-01,21.8 
F,CO,S121,LIAB,PC_GDP,SE,1995-01-01,14.3 
F,CO,S121,LIAB,PC_GDP,SE,1996-01-01,11.6 
F,CO,S121,LIAB,PC_GDP,SE,1997-01-01,9.9 
F,CO,S121,LIAB,PC_GDP,SE,1998-01-01,10.0 
F,CO,S121,LIAB,PC_GDP,SE,1999-01-01,10.2 
F,CO,S121,LIAB,PC_GDP,SE,2000-01-01,9.8 
F,CO,S121,LIAB,PC_GDP,SE,2001-01-01,9.5 
F,CO,S121,LIAB,PC_GDP,SE,2002-01-01,7.8 
F,CO,S121,LIAB,PC_GDP,SE,2003-01-01,7.0 
F,CO,S121,LIAB,PC_GDP,SE,2004-01-01,6.6 
F,CO,S121,LIAB,PC_GDP,SE,2005-01-01,7.2 
F,CO,S121,LIAB,PC_GDP,SE,2006-01-01,6.4 
F,CO,S121,LIAB,PC_GDP,SE,2007-01-01,6.4 
F,CO,S121,LIAB,PC_GDP,SE,2008-01-01,20.4 
F,CO,S121,LIAB,PC_GDP,SE,2009-01-01,21.5 
F,CO,S121,LIAB,PC_GDP,SE,2010-01-01,9.3 
F,CO,S121,LIAB,PC_GDP,SE,2011-01-01,9.5 
F,CO,S121,LIAB,PC_GDP,SE,2012-01-01,9.4 
F,CO,S121,LIAB,PC_GDP,SE,2013-01-01,11.4 
F,CO,S121,LIAB,PC_GDP,SE,2014-01-01,12.8 
F,CO,S121,LIAB,PC_GDP,SE,2015-01-01,15.8 
F,CO,S121,LIAB,PC_GDP,SE,2016-01-01,19.3 
F,CO,S121,LIAB,PC_GDP,SE,2017-01-01,19.0 
F,CO,S121,LIAB,PC_GDP,SI,1995-01-01,11.3 
F,CO,S121,LIAB,PC_GDP,SI,1996-01-01,11.7 
F,CO,S121,LIAB,PC_GDP,SI,1997-01-01,17.2 
F,CO,S121,LIAB,PC_GDP,SI,1998-01-01,16.2 
F,CO,S121,LIAB,PC_GDP,SI,1999-01-01,15.9 
F,CO,S121,LIAB,PC_GDP,SI,2000-01-01,16.6 
F,CO,S121,LIAB,PC_GDP,SI,2001-01-01,21.0 
F,CO,S121,LIAB,PC_GDP,SI,2002-01-01,26.9 
F,CO,S121,LIAB,PC_GDP,SI,2003-01-01,26.0 
F,CO,S121,LIAB,PC_GDP,SI,2004-01-01,23.6 
F,CO,S121,LIAB,PC_GDP,SI,2005-01-01,23.5 
F,CO,S121,LIAB,PC_GDP,SI,2006-01-01,17.0 
F,CO,S121,LIAB,PC_GDP,SI,2007-01-01,23.0 
F,CO,S121,LIAB,PC_GDP,SI,2008-01-01,23.6 
F,CO,S121,LIAB,PC_GDP,SI,2009-01-01,26.5 
F,CO,S121,LIAB,PC_GDP,SI,2010-01-01,22.5 
F,CO,S121,LIAB,PC_GDP,SI,2011-01-01,26.6 
F,CO,S121,LIAB,PC_GDP,SI,2012-01-01,33.5 
F,CO,S121,LIAB,PC_GDP,SI,2013-01-01,28.4 
F,CO,S121,LIAB,PC_GDP,SI,2014-01-01,27.5 
F,CO,S121,LIAB,PC_GDP,SI,2015-01-01,25.2 
F,CO,S121,LIAB,PC_GDP,SI,2016-01-01,30.3 
F,CO,S121,LIAB,PC_GDP,SI,2017-01-01,32.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,1995-01-01,174.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,1996-01-01,179.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,1997-01-01,181.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,1998-01-01,180.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,1999-01-01,192.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2000-01-01,198.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2001-01-01,199.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2002-01-01,194.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2003-01-01,202.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2004-01-01,215.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2005-01-01,237.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2006-01-01,245.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2007-01-01,258.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2008-01-01,266.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2009-01-01,261.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2010-01-01,262.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2011-01-01,251.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2012-01-01,244.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2013-01-01,233.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2014-01-01,221.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2015-01-01,212.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2016-01-01,204.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,AT,2017-01-01,198.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,1995-01-01,248.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,1996-01-01,253.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,1997-01-01,253.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,1998-01-01,257.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,1999-01-01,260.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2000-01-01,243.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2001-01-01,260.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2002-01-01,251.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2003-01-01,262.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2004-01-01,278.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2005-01-01,314.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2006-01-01,323.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2007-01-01,347.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2008-01-01,305.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2009-01-01,289.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2010-01-01,271.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2011-01-01,261.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2012-01-01,239.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2013-01-01,234.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2014-01-01,241.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2015-01-01,240.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2016-01-01,241.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,BE,2017-01-01,239.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,1995-01-01,108.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,1996-01-01,184.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,1997-01-01,69.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,1998-01-01,54.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,1999-01-01,68.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2000-01-01,75.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2001-01-01,73.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2002-01-01,70.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2003-01-01,80.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2004-01-01,95.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2005-01-01,105.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2006-01-01,134.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2007-01-01,149.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2008-01-01,127.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2009-01-01,128.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2010-01-01,115.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2011-01-01,111.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2012-01-01,120.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2013-01-01,122.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2014-01-01,122.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2015-01-01,117.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2016-01-01,125.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,BG,2017-01-01,114.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,1995-01-01,234.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,1996-01-01,261.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,1997-01-01,267.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,1998-01-01,283.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,1999-01-01,381.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2000-01-01,309.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2001-01-01,315.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2002-01-01,290.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2003-01-01,302.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2004-01-01,325.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2005-01-01,433.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2006-01-01,522.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2007-01-01,607.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2008-01-01,664.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2009-01-01,815.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2010-01-01,735.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2011-01-01,706.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2012-01-01,624.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2013-01-01,415.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2014-01-01,399.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2015-01-01,390.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2016-01-01,367.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,CY,2017-01-01,350.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,1995-01-01,88.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,1996-01-01,84.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,1997-01-01,91.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,1998-01-01,86.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,1999-01-01,90.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2000-01-01,87.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2001-01-01,89.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2002-01-01,86.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2003-01-01,89.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2004-01-01,87.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2005-01-01,94.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2006-01-01,94.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2007-01-01,102.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2008-01-01,104.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2009-01-01,106.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2010-01-01,107.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2011-01-01,110.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2012-01-01,116.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2013-01-01,122.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2014-01-01,122.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2015-01-01,121.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2016-01-01,130.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,CZ,2017-01-01,: 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,1995-01-01,185.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,1996-01-01,198.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,1997-01-01,215.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,1998-01-01,235.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,1999-01-01,252.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2000-01-01,264.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2001-01-01,277.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2002-01-01,282.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2003-01-01,286.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2004-01-01,293.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2005-01-01,305.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2006-01-01,304.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2007-01-01,313.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2008-01-01,324.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2009-01-01,304.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2010-01-01,281.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2011-01-01,275.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2012-01-01,273.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2013-01-01,242.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2014-01-01,242.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2015-01-01,232.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2016-01-01,232.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,DE,2017-01-01,226.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,1995-01-01,175.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,1996-01-01,181.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,1997-01-01,193.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,1998-01-01,211.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,1999-01-01,211.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2000-01-01,211.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2001-01-01,211.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2002-01-01,217.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2003-01-01,228.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2004-01-01,237.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2005-01-01,262.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2006-01-01,272.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2007-01-01,295.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2008-01-01,305.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2009-01-01,321.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2010-01-01,314.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2011-01-01,305.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2012-01-01,298.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2013-01-01,295.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2014-01-01,292.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2015-01-01,280.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2016-01-01,286.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,DK,2017-01-01,282.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,1995-01-01,46.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,1996-01-01,56.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,1997-01-01,77.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,1998-01-01,59.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,1999-01-01,69.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2000-01-01,76.3 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2001-01-01,79.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2002-01-01,87.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2003-01-01,96.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2004-01-01,122.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2005-01-01,133.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2006-01-01,124.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2007-01-01,136.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2008-01-01,143.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2009-01-01,153.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2010-01-01,139.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2011-01-01,127.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2012-01-01,123.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2013-01-01,121.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2014-01-01,124.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2015-01-01,128.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2016-01-01,129.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,EE,2017-01-01,123.0 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,1995-01-01,105.4 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,1996-01-01,108.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,1997-01-01,109.6 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,1998-01-01,116.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,1999-01-01,144.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,2000-01-01,143.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,2001-01-01,136.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,2002-01-01,131.1 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,2003-01-01,130.2 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,2004-01-01,135.9 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,2005-01-01,155.8 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,2006-01-01,165.5 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,2007-01-01,189.7 
F,CO,S121_S122_S123,LIAB,PC_GDP,EL,2008-01-01,184.4 
